105.9309 	EXP 	key: autoDraw = False
105.9309 	EXP 	symbol: autoDraw = False
105.9309 	EXP 	key: size = array([794, 173])
105.9309 	EXP 	key: image = 'images/key.JPG'
105.9309 	EXP 	symbol: size = array([113, 110])
105.9309 	EXP 	symbol: image = '7.jpg'
105.9309 	EXP 	key: autoDraw = True
105.9309 	EXP 	symbol: autoDraw = True
106.8593 	EXP 	New trial (rep=0, index=24): OrderedDict([('imgpath', '3.jpg'), ('corrans', ['3'])])
106.8699 	DATA 	Keypress: 1
106.8846 	EXP 	key: autoDraw = False
106.8846 	EXP 	symbol: autoDraw = False
106.8846 	EXP 	key: size = array([794, 173])
106.8846 	EXP 	key: image = 'images/key.JPG'
106.8846 	EXP 	symbol: size = array([114, 105])
106.8846 	EXP 	symbol: image = '3.jpg'
106.8846 	EXP 	key: autoDraw = True
106.8846 	EXP 	symbol: autoDraw = True
108.0647 	EXP 	New trial (rep=0, index=25): OrderedDict([('imgpath', '5.jpg'), ('corrans', ['2'])])
108.0786 	DATA 	Keypress: 3
108.0940 	EXP 	key: autoDraw = False
108.0940 	EXP 	symbol: autoDraw = False
108.0940 	EXP 	key: size = array([794, 173])
108.0940 	EXP 	key: image = 'images/key.JPG'
108.0940 	EXP 	symbol: size = array([107, 110])
108.0940 	EXP 	symbol: image = '5.jpg'
108.0940 	EXP 	key: autoDraw = True
108.0940 	EXP 	symbol: autoDraw = True
109.1225 	DATA 	Keypress: 2
109.1464 	EXP 	New trial (rep=0, index=26): OrderedDict([('imgpath', '6.jpg'), ('corrans', ['3'])])
109.1713 	EXP 	key: autoDraw = False
109.1713 	EXP 	symbol: autoDraw = False
109.1713 	EXP 	key: size = array([794, 173])
109.1713 	EXP 	key: image = 'images/key.JPG'
109.1713 	EXP 	symbol: size = array([101, 106])
109.1713 	EXP 	symbol: image = '6.jpg'
109.1713 	EXP 	key: autoDraw = True
109.1713 	EXP 	symbol: autoDraw = True
110.1677 	EXP 	New trial (rep=0, index=27): OrderedDict([('imgpath', '3.jpg'), ('corrans', ['3'])])
110.1794 	DATA 	Keypress: 1
110.1945 	EXP 	key: autoDraw = False
110.1945 	EXP 	symbol: autoDraw = False
110.1945 	EXP 	key: size = array([794, 173])
110.1945 	EXP 	key: image = 'images/key.JPG'
110.1945 	EXP 	symbol: size = array([114, 105])
110.1945 	EXP 	symbol: image = '3.jpg'
110.1945 	EXP 	key: autoDraw = True
110.1945 	EXP 	symbol: autoDraw = True
111.5127 	EXP 	New trial (rep=0, index=28): OrderedDict([('imgpath', '6.jpg'), ('corrans', ['3'])])
111.5268 	DATA 	Keypress: 3
111.5425 	EXP 	key: autoDraw = False
111.5425 	EXP 	symbol: autoDraw = False
111.5425 	EXP 	key: size = array([794, 173])
111.5425 	EXP 	key: image = 'images/key.JPG'
111.5425 	EXP 	symbol: size = array([101, 106])
111.5425 	EXP 	symbol: image = '6.jpg'
111.5425 	EXP 	key: autoDraw = True
111.5425 	EXP 	symbol: autoDraw = True
112.5755 	EXP 	New trial (rep=0, index=29): OrderedDict([('imgpath', '4.jpg'), ('corrans', ['1'])])
112.5919 	DATA 	Keypress: 3
112.6071 	EXP 	key: autoDraw = False
112.6071 	EXP 	symbol: autoDraw = False
112.6071 	EXP 	key: size = array([794, 173])
112.6071 	EXP 	key: image = 'images/key.JPG'
112.6071 	EXP 	symbol: size = array([111, 108])
112.6071 	EXP 	symbol: image = '4.jpg'
112.6071 	EXP 	key: autoDraw = True
112.6071 	EXP 	symbol: autoDraw = True
113.9551 	EXP 	New trial (rep=0, index=30): OrderedDict([('imgpath', '8.jpg'), ('corrans', ['2'])])
113.9663 	DATA 	Keypress: 1
113.9836 	EXP 	key: autoDraw = False
113.9836 	EXP 	symbol: autoDraw = False
113.9836 	EXP 	key: size = array([794, 173])
113.9836 	EXP 	key: image = 'images/key.JPG'
113.9836 	EXP 	symbol: size = array([105, 109])
113.9836 	EXP 	symbol: image = '8.jpg'
113.9836 	EXP 	key: autoDraw = True
113.9836 	EXP 	symbol: autoDraw = True
115.0223 	EXP 	New trial (rep=0, index=31): OrderedDict([('imgpath', '6.jpg'), ('corrans', ['3'])])
115.0320 	DATA 	Keypress: 2
115.0474 	EXP 	key: autoDraw = False
115.0474 	EXP 	symbol: autoDraw = False
115.0474 	EXP 	key: size = array([794, 173])
115.0474 	EXP 	key: image = 'images/key.JPG'
115.0474 	EXP 	symbol: size = array([101, 106])
115.0474 	EXP 	symbol: image = '6.jpg'
115.0474 	EXP 	key: autoDraw = True
115.0474 	EXP 	symbol: autoDraw = True
116.3251 	DATA 	Keypress: 1
116.3442 	EXP 	New trial (rep=0, index=32): OrderedDict([('imgpath', '1.jpg'), ('corrans', ['1'])])
116.3741 	EXP 	key: autoDraw = False
116.3741 	EXP 	symbol: autoDraw = False
116.3741 	EXP 	key: size = array([794, 173])
116.3741 	EXP 	key: image = 'images/key.JPG'
116.3741 	EXP 	symbol: size = array([111, 111])
116.3741 	EXP 	symbol: image = '1.jpg'
116.3741 	EXP 	key: autoDraw = True
116.3741 	EXP 	symbol: autoDraw = True
116.4916 	EXP 	New trial (rep=0, index=33): OrderedDict([('imgpath', '3.jpg'), ('corrans', ['3'])])
116.5038 	DATA 	Keypress: 1
116.5191 	EXP 	key: autoDraw = False
116.5191 	EXP 	symbol: autoDraw = False
116.5191 	EXP 	key: size = array([794, 173])
116.5191 	EXP 	key: image = 'images/key.JPG'
116.5191 	EXP 	symbol: size = array([114, 105])
116.5191 	EXP 	symbol: image = '3.jpg'
116.5191 	EXP 	key: autoDraw = True
116.5191 	EXP 	symbol: autoDraw = True
118.0286 	EXP 	New trial (rep=0, index=34): OrderedDict([('imgpath', '7.jpg'), ('corrans', ['1'])])
118.0417 	DATA 	Keypress: 3
118.0571 	EXP 	key: autoDraw = False
118.0571 	EXP 	symbol: autoDraw = False
118.0571 	EXP 	key: size = array([794, 173])
118.0571 	EXP 	key: image = 'images/key.JPG'
118.0571 	EXP 	symbol: size = array([113, 110])
118.0571 	EXP 	symbol: image = '7.jpg'
118.0571 	EXP 	key: autoDraw = True
118.0571 	EXP 	symbol: autoDraw = True
119.2998 	EXP 	New trial (rep=0, index=35): OrderedDict([('imgpath', '5.jpg'), ('corrans', ['2'])])
119.3152 	DATA 	Keypress: 1
